,company,car,tream,kilometer,year,price
6804,peugeot,206,ir-type2,12000,1398,220000000
6805,chery,tiggo5,il,17000,1398,650000000
6806,peugeot,pars,mt,0,1400,255000000
6807,renault,talisman,e3,68000,2018,1480000000
6808,renault,tondar90,e2,61000,1395,275000000
6809,dena,,,44000,1397,260000000
6810,peugeot,207,mt,3900,1400,320000000
6811,ssang,yong,tivoli-ir-fighter,0,1400,-1
6812,renault,symbol,pe,0,2017,-1
6813,besturn,b30,at,0,1399,-1
6814,dena,,,110000,1394,240000000
6815,samand,lx,basic,85000,1396,-1
6816,brilliance,h220,mt,110000,1396,210000000
6817,peugeot,pars,elx,73000,1386,-1
6818,jac,s3,at,0,1399,-1
6819,jac,s3,at,38000,1397,420000000
6820,peugeot,206,ir-type2,250000,1383,88000000
6821,mazda,3,sedan-2.0l-type3,205000,1389,540000000
6822,mitsubishi,outlander,phev,34000,2018,1980000000
6823,peugeot,207,mt,290000,1390,185000000
6824,nissan,teana,ir-xl,207000,1390,670000000
6825,kia,sorento,6cylinder,180000,2011,1049000000
6826,lexus,rx,350,180000,2010,1899000000
6827,haima,s7,1.8l-turbo,0,1397,679000000
6828,mazda,3,sedan-2.0l-type4,43000,1396,875000000
6829,bmw,x3,30,200000,2005,650000000
6830,nissan,teana,ir-xv,100000,1391,979000000
6831,kia,sportage,basic,110000,2014,1059000000
6832,hyundai,santafe,ix45-2400cc,40000,2017,-1
6833,peugeot,206,ir-type5,68000,1396,220000000
6834,hyundai,accent,ir,50000,1397,669000000
6835,mazda,3,sedan-2.0l-type3,180000,1389,590000000
6836,mercedes,benz,cla-class-cla45,58000,2017,4400000000
6837,mercedes,benz,e-class-e250,61000,2015,-1
6838,pride,141,basic,310000,1385,50000000
6839,peugeot,2008,,13000,1398,839000000
6840,peugeot,pars,mt,150000,1393,180000000
6841,bmw,5,series-sedan-528i,90000,2013,-1
6842,kia,sportage,basic,120000,2013,-1
6843,toyota,landcruiser,pickup-2door-2f,0,1983,122000000
6844,lexus,nx,200t-f-sport,60000,2016,-1
6845,hyundai,sonata,hybrid-gls-plus,60000,2017,-1
6846,kia,sportage,basic,140000,2011,-1
6847,jac,s3,at,30000,1398,-1
6848,lexus,rx,350,200000,2010,-1
6849,kia,sportage,6cylinder,160000,2009,-1
6850,toyota,rav4,4wd,0,2017,-1
6851,bmw,5,series-sedan-528i,125000,2014,-1
6852,kia,picanto,,80000,2014,-1
6853,bmw,3,series-sedan-328i,100000,2013,-1
6854,suzuki,grand,vitara-ir-at-2.4,61000,1396,950000000
6855,kia,cerato,2000,100000,2012,-1
6856,lexus,nx,200t-f-sport,0,2017,-1
6857,kmc,k7,,0,1400,1330000000
6858,hyundai,genesis,,150000,2011,-1
6859,bmw,x3,28,100000,2014,-1
6860,pride,131,se,176000,1393,96000000
6861,kia,sportage,basic,50000,2016,-1
6862,toyota,c,hr-hybrid,0,2018,-1
6863,samand,lx,ef7-cng,0,1399,-1
6864,renault,koleos,,0,2017,2250000000
6865,hyundai,santafe,ix45-2400cc,0,2015,-1
6866,hyundai,tucson,ix35-2.0l-4wd,19000,2017,1650000000
6867,lexus,is,300,150000,2011,-1
6868,toyota,landcruiser,pickup-2door-2f,0,1983,122000000
6869,pride,131,sx,190000,1390,-1
6870,toyota,camry,hybrid-xle,0,2016,-1
6871,peugeot,206sd,v8,29000,1398,252000000
6872,tiba,hatchback,ex,5000,1399,-1
6873,mazda,3,sedan-2.0l-type3,176000,1390,599000000
6874,geely,gc6,elite,36000,1396,238000000
6875,toyota,rav4,4wd,36000,2017,2400000000
6876,samand,lx,ef7-cng,140000,1394,152000000
6877,quick,manual,r,0,1400,173000000
6878,geely,emgrand7,mt,0,2013,200000000
6879,suzuki,grand,vitara,214000,2006,290000000
6880,dongfeng,h30,cross,63000,1397,293000000
6881,bmw,3,series-sedan-325i,170000,2005,-1
6882,renault,fluence,mt,86000,2015,620000000
6883,samand,lx,basic,8000,1394,190000000
6884,kia,cerato,ir-2000-optional,70000,1396,705000000
6885,suzuki,grand,vitara-ir-at-2.4,170000,1389,-1
6886,jac,s5,at-2000,1800,1400,740000000
6887,quick,manual,r,0,1400,175000000
6888,peugeot,206,ir-type3,137000,1389,143000000
6889,peykan,pickup,gas,190000,1383,60000000
6890,peugeot,pars,mt,230000,1385,98000000
6891,renault,tondar90,plus-at,42000,1396,375000000
6892,porsche,macan,,70000,2017,-1
6893,lifan,820,,23000,1397,570000000
6894,hyundai,genesis,,100000,2010,1039000000
6895,mvm,x22,at-sport-excellent,58000,1397,400000000
6896,peugeot,2008,,0,1397,872000000
6897,renault,tondar90,e2,224000,1390,185000000
6898,renault,tondar90,plus-at,60000,1396,380000000
6899,chery,tiggo7,ie,11000,1399,799000000
6900,bmw,7,series-730i,200000,2007,929000000
6901,ssang,yong,tivoli-elite,80000,2016,699000000
6902,rigan,coupa,royal,60000,1397,720000000
6903,kia,cerato,ir-2000-optional,47000,1397,725000000
6904,dongfeng,h30,cross,75000,1397,310000000
6905,hyundai,elantra,1.8l,0,2015,839000000
6906,hyundai,santafe,ix45-2400cc,100000,2016,1599000000
6907,kia,optima,gtline,35000,2017,1699000000
6908,kia,optima,basic,120000,2012,799000000
6909,haima,s5,,60000,1396,-1
6910,peugeot,206sd,v8,114000,1393,178000000
6911,dena,,,56000,1396,-1
6912,jac,j5,at,28000,1396,340000000
6913,peugeot,206,ir-type2,204000,1389,-1
6914,toyota,camry,xli,315000,2006,320000000
6915,lexus,is,300,0,2010,1250000000
6916,peugeot,405,glx,0,1398,-1
6917,hyundai,veracruz,ix55,155000,2012,1260000000
6918,kia,cerato,ir-2000-optional,28500,1396,710000000
6919,renault,fluence,e4,0,2017,-1
6920,kia,sorento,gtline,50000,2016,1850000000
6921,renault,tondar90,e1,228000,1386,137000000
6922,kia,cerato,ir-2000-optional,94000,1396,658000000
6923,toyota,c,hr-hybrid,30000,2017,1649000000
6924,hyundai,sonata,hybrid-gls-plus,40000,2018,1570000000
6925,hyundai,santafe,ix45-2400cc,100000,2015,1100000000
6926,renault,talisman,e3,18000,2018,1700000000
6927,dena,plus,turbo,3800,1399,430000000
6928,peugeot,pars,lx,52000,1397,253000000
6929,samand,lx,basic,172000,1390,128000000
6930,nissan,murano,se,220000,2008,590000000
6931,saina,ex,mt,47000,1398,130000000
6932,dongfeng,h30,cross,19200,1398,-1
6933,mazda,3,ir-type3,240000,1387,-1
6934,mvm,x22,at-luxury,22000,1398,405000000
6935,chevrolet,impala,,60000,1974,360000000
6936,brilliance,h330,at,107000,1395,278000000
6937,brilliance,cross,C3-1500cc,67000,1397,310000000
6938,lexus,nx,hybrid-300h,9000,2017,3100000000
6939,hyundai,veracruz,ix55,240000,2011,1250000000
6940,peugeot,207,at,40000,1396,320000000
6941,lexus,nx,200t-f-sport,141000,2016,2700000000
6942,brilliance,h330,at,60000,1395,305000000
6943,jac,s5,at-2000,0,1399,735000000
6944,peugeot,roa,basic,350000,1386,51000000
6945,renault,captur,,52000,2016,690000000
6946,samand,lx,ef7-cng,0,1396,-1
6947,hyundai,santafe,ix45-2400cc,100000,2015,1400000000
6948,jac,j4,,25000,1398,320000000
6949,hyundai,elantra,1.8l,75000,2015,945000000
6950,dena,plus,turbo,1000,1399,410000000
6951,mvm,x33s,at-sport,18000,1397,430000000
6952,peugeot,207,mt,42000,1397,275000000
6953,dongfeng,h30,cross,57000,1397,310000000
6954,jac,s5,at-2000,57000,1396,580000000
6955,mercedes,benz,cls-class-cls350,81000,2009,2280000000
6956,mvm,110,4cylinder-mt,120000,1389,66000000
6957,bmw,3,series-sedan-320i,185000,2007,685000000
6958,peugeot,405,glx,0,1384,65000000
6959,peugeot,207sd,at,15900,1398,370000000
6960,hyundai,santafe,ix45-2400cc,192000,2015,-1
6961,tiba,hatchback,ex,20000,1398,143000000
6962,samand,lx,ef7,57000,1397,194000000
6963,kia,cerato,2000,70000,2015,830000000
6964,pride,131,se,19000,1399,135000000
6965,dena,plus,basic-manual,0,1400,-1
6966,tiba,hatchback,ex,0,1398,156000000
6967,porsche,cayenne,s,29000,2012,4100000000
6968,peugeot,206,ir-type2,138000,1385,125000000
6969,dena,plus,basic-manual,10000,1399,350000000
6970,ssang,yong,rexton-g4,0,2018,3600000000
6971,toyota,cressida,,460000,1991,-1
6972,peugeot,207,mt,29000,1398,-1
6973,samand,soren,plus,0,1400,307300000
6974,tiba,hatchback,ex,20000,1398,140000000
6975,mvm,315,hatchback-basic,150000,1394,165000000
6976,peugeot,207,mt,0,1400,328000000
6977,quick,manual,r,0,1400,175000000
6978,peugeot,roa,basic,285000,1388,55000000
6979,byd,s6,,30000,1396,525000000
6980,luxgen,u6,,0,1400,1000000000
6981,chery,arrizo5,at-excellent,82000,1396,-1
6982,kia,sorento,gtline,39000,2017,-1
6983,toyota,camry,gl,169000,2008,-1
6984,jac,j4,,3500,1399,350000000
6985,pride,sedan,,180000,1382,35000000
6986,hyundai,tucson,ix35-2.4l,89800,2014,1080000000
6987,peugeot,206,ir-type5,79000,1393,168000000
6988,samand,se,,94000,1395,155000000
6989,mazda,3,sedan-2.0l-type4,0,1395,-1
6990,peugeot,207,mt,0,1397,285000000
6991,tiba,hatchback,ex,35600,1396,-1
6992,peugeot,405,glx,269000,1384,75000000
6993,mercedes,benz,e-class-e250,33000,2015,3950000000
6994,toyota,rav4,4wd,21000,2017,2210000000
6995,mvm,x33,mt,154000,1391,-1
6996,suzuki,grand,vitara-ir-at-2.4,74000,1396,860000000
6997,kia,cerato,ir-2000-optional,51000,1396,680000000
6998,kia,picanto,,134000,2014,-1
6999,chery,tiggo5,ie,43000,1398,610000000
7000,quick,manual,,3000,1399,165000000
7001,peugeot,405,glx,110000,1393,-1
7002,peugeot,206,ir-type4,190000,1382,110000000
7003,dongfeng,h30,cross,20000,1397,330000000
7004,mvm,530,,215000,1393,-1
7005,hyundai,sonata,hybrid-gls-plus,0,2018,1930000000
7006,kia,optima,hybrid,3000,2018,-1
7007,quick,manual,r,0,1400,174000000
7008,peugeot,206,ir-type2,130000,1395,165000000
7009,peugeot,206,ir-type2,0,1400,247000000
7010,peugeot,206sd,v8,280000,1390,135000000
7011,toyota,camry,glx,90000,2014,1400000000
7012,pride,151,se,98000,1395,117500000
7013,mazda,3,sedan-2.0l-type4,14000,1397,960000000
7014,lexus,nx,200t-f-sport,19500,2017,-1
7015,renault,tondar90,plus-mt,61000,1396,320000000
7016,kia,rio,ir-mt,200000,1388,122000000
7017,peugeot,206,ir-type5,6000,1398,275000000
7018,lexus,nx,200t-f-sport,19500,2017,-1
7019,bmw,x1,28,100000,2014,-1
7020,mercedes,benz,e-class-e230,350000,1986,285000000
7021,peugeot,405,glx,175000,1392,130000000
7022,peugeot,206,ir-type2,0,1400,238000000
7023,peugeot,207,mt,0,1400,333000000
7024,jac,j5,at,117000,1394,295000000
7025,bmw,x4,28,28000,2017,4150000000
7026,pride,132,se,20000,1398,131000000
7027,saina,ex,mt,74000,1395,132000000
7028,mercedes,benz,slk-class-slk280,96000,2007,1200000000
7029,samand,se,,330000,1391,110000000
7030,chery,arrizo5,mt,12000,1398,415000000
7031,peugeot,206,ir-type2,197000,1383,85000000
7032,mazda,3,sedan-2.0l-type4,158000,1394,730000000
7033,peugeot,206,ir-type5,109000,1395,200000000
7034,lifan,520,,175000,1389,110000000
7035,peugeot,pars,mt,4700,1399,255000000
7036,dena,,,70000,1395,240000000
7037,peugeot,405,glx,150000,1391,123000000
7038,peugeot,405,slx,90000,1396,-1
7039,great,wall,c30-at,86000,1391,186000000
7040,peugeot,206,ir-type2,16800,1398,-1
7041,peugeot,206,ir-type5,185256,1383,130000000
7042,peugeot,405,glx-cng,113000,1394,157000000
7043,renault,tondar90,e2,157000,1395,255000000
7044,nissan,patrol,4door-ir-6cylinder,400000,1376,140000000
7045,hyundai,tucson,ix35-2.0l-2wd,89000,2017,1350000000
7046,kia,sportage,basic,80000,2014,-1
7047,peugeot,207,mt,0,1399,320000000
7048,tiba,hatchback,ex,0,1400,-1
7049,toyota,prius,c,4000,2017,1200000000
7050,kia,sorento,gtline,33000,2017,2140000000
7051,peugeot,pars,mt,270000,1381,67900000
7052,kia,cerato,ir-2000-optional,45000,1397,750000000
7053,lifan,620,1.6,112000,1390,130000000
7054,peugeot,2008,,0,1399,935000000
7055,peugeot,207,mt,88000,1396,252000000
7056,jac,s5,at-2000,20000,1398,659000000
7057,chevrolet,suburban,,160000,1976,-1
7058,jac,s5,at-2000,0,1400,-1
7059,mazda,3,sedan-2.0l-type4,9800,1398,960000000
7060,peugeot,207,mt,243000,1390,198000000
7061,peugeot,206,ir-type5,56000,1397,-1
7062,pride,111,se,0,1398,143000000
7063,peugeot,pars,mt,17000,1399,245000000
7064,renault,tondar90,e2,103000,1391,190000000
7065,citroen,c3,ir,23000,1398,950000000
7066,mitsubishi,outlander,phev,3800,2018,2250000000
7067,dongfeng,h30,cross,51000,1397,285000000
7068,kia,sportage,basic,100000,2014,1100000000
7069,hyundai,tucson,ix35-2.4l,93000,2012,840000000
7070,kia,cerato,2000,65000,2011,585000000
7071,chery,arrizo6,excellent,5000,1399,800000000
7072,renault,talisman,e3,53000,2017,-1
7073,quick,manual,r,0,1400,176000000
7074,kia,cerato,ir-2000-basic,116000,1394,-1
7075,peugeot,206,ir-type2,4500,1395,200000000
7076,peugeot,pars,mt,1200,1398,238000000
7077,hyundai,tucson,ix35-2.0l-4wd,45000,2017,1550000000
7078,hyundai,santafe,ix45-3500cc,130000,2014,1050000000
7079,renault,megan,ir-2000,170000,1391,415000000
7080,mazda,3,sedan-2.0l-type3,250000,1390,590000000
7081,kia,sportage,basic,65000,2014,1200000000
7082,samand,lx,ef7-cng,32500,1397,227000000
7083,peugeot,206sd,v8,112000,1391,-1
7084,samand,lx,basic,350000,1386,-1
7085,samand,lx,ef7-cng,100000,1395,215000000
7086,mitsubishi,pajero,2door-6cylinder,299000,1993,-1
7087,renault,sandero,stepway-at,0,1398,550000000
7088,toyota,camry,glx,160000,2009,-1
7089,peugeot,206,ir-type2,19000,1398,214000000
7090,pazhan,pickup2cab,,150000,1380,260000000
7091,daewoo,cielo,,340000,1378,62000000
7092,hyundai,i20,,30000,2015,550000000
7093,hyundai,azera,4cylinder,7000,2019,2450000000
7094,pride,sedan,,340000,1385,50000000
7095,samand,lx,ef7-cng,59500,1397,200000000
7096,peugeot,405,glx,350000,1381,67000000
7097,pride,131,se,30000,1398,124000000
7098,kia,cerato,ir-1600-basic,111000,1394,430000000
7099,mazda,pickup,2door-ir,59000,1389,335000000
7100,suzuki,grand,vitara-ir-at-2.4,110000,1396,930000000
7101,mvm,x55,excellent,0,1400,-1
7102,renault,sandero,stepway-mt,0,1398,450000000
7103,kia,cerato,2000,26000,2017,1150000000
7104,pride,sedan,,400000,1387,-1
7105,mvm,x33s,at-sport,0,1400,-1
7106,renault,tondar90,plus-at,41000,1396,390000000
7107,jac,s3,at,45000,1397,435000000
7108,runna,lx,,37000,1395,198000000
7109,quick,manual,s,0,1400,-1
7110,hyundai,i30,,118000,2010,480000000
7111,quick,manual,r,0,1400,-1
7112,lifan,620,1.8,125000,1393,175000000
7113,lexus,nx,hybrid-300h,40000,2016,2400000000
7114,suzuki,grand,vitara-ir-at-2.4,155000,1393,710000000
7115,renault,tondar90,e2,48000,1393,235000000
7116,peugeot,pars,lx,0,1400,296000000
7117,nissan,x,trail,14000,2018,2100000000
7118,samand,x7,,294000,1385,93000000
7119,renault,tondar90,e2,264000,1391,165000000
7120,pride,131,se,77000,1396,102000000
7121,peugeot,207,mt,0,1399,310000000
7122,dongfeng,h30,cross,49000,1396,-1
7123,pick,up,cara-4door,60000,1398,265000000
7124,nissan,teana,ir-xv,130000,1392,970000000
7125,peugeot,pars,mt,190000,1392,152000000
7126,tiba,hatchback,ex,5000,1399,151500000
7127,mazda,3,sedan-2.0l-type4,0,1398,-1
7128,mazda,3,sedan-2.0l-type4,70000,1396,-1
7129,quick,manual,r,0,1400,176000000
7130,renault,koleos,,0,2017,-1
7131,kia,optima,gtline,60000,2017,-1
7132,peugeot,206,ir-type2,190000,1383,80000000
7133,peugeot,206,ir-type5,95000,1395,190000000
7134,peugeot,206,ir-type2,0,1398,235000000
7135,toyota,prius,3,20000,2017,1280000000
7136,toyota,prado,4doors-4cylinder,250000,2006,1270000000
7137,kia,optima,gtline,52000,2016,-1
7138,renault,megan,ir-2000,150000,1391,440000000
7139,ssang,yong,new-actyon-prestige,40000,2015,750000000
7140,peugeot,206sd,v8,117000,1395,172000000
7141,hyundai,veracruz,ix55,119000,2013,1580000000
7142,peugeot,206,ir-type5,6200,1399,280000000
7143,peugeot,2008,,17000,1398,-1
7144,peugeot,pars,mt,14000,1399,255000000
7145,peugeot,pars,mt,230000,1387,-1
7146,peugeot,206sd,v8,32000,1398,255000000
7147,bmw,classic,,450000,1979,-1
7148,mercedes,benz,e-class-e250,17000,2014,3350000000
7149,peugeot,206,ir-type5,42000,1395,-1
7150,hyundai,tucson,ix35-2.4l,114000,2013,950000000
7151,dena,plus,turbo-automatic,2000,1399,-1
7152,kia,optima,basic,90000,2014,-1
7153,lexus,nx,hybrid-300h,50000,2016,2500000000
7154,peugeot,206,ir-type5,0,1398,265000000
7155,mazda,3,sedan-2.0l-type4,0,1397,1080000000
7156,samand,lx,basic,23000,1398,195000000
7157,jac,s5,at-2000,86000,1397,578000000
7158,kia,cerato,ir-2000-basic,60000,1396,610000000
7159,kia,cerato,ir-2000-basic,72000,1395,580000000
7160,hyundai,sonata,hybrid-gls-plus,59000,2017,1370000000
7161,mercedes,benz,e-class-e300,67000,2012,2600000000
7162,samand,lx,basic,20000,1398,-1
7163,brilliance,h220,mt,105000,1396,195000000
7164,tiba,hatchback,plus,0,1400,-1
7165,peugeot,405,glx-cng,90000,1396,175000000
7166,quick,manual,r,0,1400,175000000
7167,pride,151,se,100000,1396,129000000
7168,besturn,b50,,125000,1392,250000000
7169,hyundai,santafe,ix45-2400cc,50000,2015,1290000000
7170,peugeot,pars,mt,0,1398,255000000
7171,peugeot,pars,mt,113000,1395,-1
7172,mvm,x33,mt,150000,1393,-1
7173,quick,manual,r,0,1399,169500000
7174,hyundai,azera,4cylinder,3000,2018,2360000000
7175,peugeot,207,at,0,1398,-1
7176,kia,optima,gtline,2016,2016,1540000000
7177,mvm,x33,mt,185000,1391,178000000
7178,peugeot,206sd,v8,192000,1395,185000000
7179,kia,cerato,2000,84000,2015,860000000
7180,samand,lx,ef7-cng,57000,1398,-1
7181,hyundai,tucson,ix35-2.4l,120000,2015,1100000000
7182,mercedes,benz,e-class-e300,63000,2013,2900000000
7183,jac,s3,at,35000,1398,445000000
7184,renault,megan,ir-2000,180000,1391,365000000
7185,samand,lx,ef7,62000,1396,175000000
7186,quick,manual,r,0,1400,180000000
7187,chery,tiggo5,ie,16500,1399,675000000
7188,toyota,camry,gl,330000,2007,445000000
7189,mazda,3,sedan-2.0l-type4,5900,1396,-1
7190,dongfeng,h30,cross,80000,1396,260000000
7191,peugeot,pars,cng,200000,1392,170000000
7192,bmw,x6,50,52000,2013,3600000000
7193,peugeot,206,ir-type5,67000,1397,222000000
7194,hyundai,elantra,ir,4000,1397,-1
7195,peugeot,pars,mt,190000,1387,115000000
7196,hyundai,sonata,4cyl-automatic,22000,2014,-1
7197,samand,lx,basic,36400,1398,205000000
7198,bmw,5,series-sedan-528i,86000,2015,2647302900
7199,bmw,4,series-grancoupe-428i,550000,2015,2400000000
7200,daewoo,matiz,,160000,1379,56800000
7201,hyundai,azera,6cylinder,167000,2008,585000000
7202,quick,manual,r,0,1400,175000000
7203,peugeot,207,at,9500,1397,345000000
7204,mazda,2,ir,96000,1392,320000000
7205,hyundai,sonata,4cyl-automatic,25000,2016,1400000000
7206,quick,manual,r,0,1400,-1
7207,peugeot,pars,lx,132000,1396,193000800
7208,mazda,3,sedan-2.0l-type4,70000,1394,780000000
7209,peugeot,206,ir-type2,64000,1397,189000000
7210,mvm,315,hatchback-basic,120000,1395,175000000
7211,renault,captur,,47000,2017,-1
7212,zotye,Ario,1.6l,50000,1397,300000000
7213,dongfeng,h30,cross,47000,1396,290000000
7214,ds,crossback,7-opera,13500,2018,3450000000
7215,jac,s5,at-2000,51000,1397,630000000
7216,mvm,110,4cylinder-mt,127000,1393,81500000
7217,kia,cerato,ir-2000-optional,28000,1397,750000000
7218,pick,up,cara-4door,12000,1399,270000000
7219,hyundai,i20,,94000,2015,-1
7220,hyundai,sonata,4cyl-automatic,97000,2017,1360000000
7221,zotye,Ario,1.6l,47000,1395,265000000
7222,porsche,cayenne,v6,85000,2013,-1
7223,kmc,k7,,0,1400,1290000000
7224,peugeot,206,ir-type2,237000,1388,116500000
7225,saina,ex,mt,0,1399,-1
7226,peugeot,206,ir-type2,144000,1384,99000000
7227,nissan,juke,platinum,57000,2017,930000000
7228,kia,cerato,2000,148000,2010,580000000
7229,kia,cerato,1600-at,137000,2013,410000000
7230,hyundai,tucson,ix35-2.0l-4wd,64000,2017,1460000000
7231,pride,132,se,12000,1397,132000000
7232,peugeot,pars,lx,40000,1397,265000000
7233,renault,duster,pe-fwd,104000,2016,536000000
7234,kia,cerato,ir-2000-optional,50000,1396,660000000
7235,geely,emgrand,x7,200000,2014,400000000
7236,peugeot,206,ir-type2,45300,1399,217000000
7237,peugeot,pars,mt,0,1400,-1
7238,runna,plus,,0,1400,-1
7239,mitsubishi,outlander,type4,53000,2015,1200000000
7240,ssang,yong,actyon,66000,2014,730000000
7241,peugeot,206,ir-type6,97000,1390,-1
7242,kia,optima,basic,85000,2015,1200000000
7243,quick,manual,,4000,1399,163000000
7244,ssang,yong,tivoli-armour,0,2018,930000000
7245,bmw,x3,28,0,2015,2400000000
7246,mercedes,benz,c-class-c200,58000,2014,2100000000
7247,kia,rio,ir-at,129000,1389,-1
7248,mitsubishi,lancer,1.8-at,47000,2017,850000000
7249,pride,151,se,0,1400,148000000
7250,shahin,g,,0,1400,339000000
7251,tiba,sedan,sx,53000,1397,128000000
7252,dongfeng,h30,cross,31000,1397,330000000
7253,peugeot,206,ir-type2,260000,1384,88000000
7254,peugeot,404,,119000,1969,300000000
7255,toyota,fj,cruiser,200000,2012,-1
7256,lifan,820,,52500,1397,520000000
